"";"price";"room_type";"minimum_nights";"reviews_per_month";"neighbourhood_group";"neighbourhood";"within1km";"within5km"
"4215";75;"Private room";5;0,19;"Manhattan";"Harlem";129;748
"4216";70;"Private room";2;0,4;"Queens";"St. Albans";4;58
"4217";100;"Private room";2;NA;"Queens";"Jamaica";11;80
"4218";100;"Entire home/apt";6;NA;"Manhattan";"Harlem";144;894
"4219";120;"Entire home/apt";1;NA;"Brooklyn";"Williamsburg";113;2503
"4220";95;"Private room";1;0,14;"Brooklyn";"Williamsburg";162;2171
"4221";160;"Entire home/apt";3;0,28;"Manhattan";"Kips Bay";154;2102
"4222";85;"Private room";1;0,21;"Manhattan";"Lower East Side";302;2115
"4223";239;"Entire home/apt";30;NA;"Manhattan";"Midtown";154;1610
"4224";120;"Entire home/apt";20;0,68;"Brooklyn";"Bedford-Stuyvesant";125;2178
"4225";120;"Private room";2;0,1;"Brooklyn";"Williamsburg";281;2541
"4226";185;"Entire home/apt";1;1,19;"Manhattan";"Harlem";97;710
"4227";350;"Entire home/apt";1;NA;"Manhattan";"Nolita";257;2022
"4228";65;"Private room";2;4,2;"Brooklyn";"Bedford-Stuyvesant";139;1696
"4229";65;"Private room";1;1,26;"Brooklyn";"Kensington";26;755
"4230";90;"Entire home/apt";3;0,27;"Brooklyn";"Bedford-Stuyvesant";142;2153
"4231";119;"Private room";2;2,21;"Manhattan";"Greenwich Village";219;1857
"4232";175;"Entire home/apt";30;NA;"Manhattan";"Murray Hill";170;2046
"4233";215;"Entire home/apt";3;1,4;"Manhattan";"Upper West Side";46;1136
"4234";60;"Private room";2;1,53;"Queens";"Briarwood";12;129
"4235";66;"Private room";2;3,08;"Brooklyn";"Bushwick";183;1711
"4236";135;"Entire home/apt";3;3,82;"Brooklyn";"Crown Heights";112;1681
"4237";55;"Private room";5;0,54;"Brooklyn";"Bedford-Stuyvesant";174;1756
"4238";300;"Private room";1;NA;"Manhattan";"Midtown";154;1645
"4239";70;"Entire home/apt";6;0,47;"Brooklyn";"Clinton Hill";126;2115
"4240";60;"Private room";2;0,08;"Brooklyn";"Flatbush";63;967
"4241";800;"Entire home/apt";15;NA;"Manhattan";"Chelsea";170;1901
"4242";500;"Entire home/apt";4;0,99;"Manhattan";"SoHo";144;1769
"4243";50;"Private room";2;2;"Brooklyn";"Flatbush";56;858
"4244";128;"Entire home/apt";1;0,79;"Manhattan";"East Village";324;2145
"4245";40;"Private room";7;0,67;"Manhattan";"Washington Heights";88;622
"4246";100;"Private room";1;0,3;"Queens";"Astoria";41;1222
"4247";70;"Entire home/apt";30;0,76;"Manhattan";"Harlem";137;1065
"4248";50;"Private room";30;0,09;"Manhattan";"Upper West Side";77;1306
"4249";70;"Private room";3;3,33;"Brooklyn";"Crown Heights";103;1545
"4250";145;"Entire home/apt";1;3;"Manhattan";"East Village";270;2199
"4251";150;"Private room";1;1,27;"Manhattan";"Morningside Heights";127;1012
"4252";239;"Entire home/apt";30;NA;"Manhattan";"Hell's Kitchen";190;1607
"4253";75;"Private room";3;0,09;"Brooklyn";"Williamsburg";252;2369
"4254";29;"Private room";1;2,2;"Queens";"South Ozone Park";2;91
"4255";262;"Entire home/apt";2;5;"Brooklyn";"Williamsburg";137;2495
"4256";325;"Entire home/apt";7;0,12;"Manhattan";"East Harlem";90;1107
"4257";250;"Entire home/apt";4;0,08;"Brooklyn";"Crown Heights";137;1781
"4258";145;"Entire home/apt";3;1,25;"Brooklyn";"Bedford-Stuyvesant";122;1544
"4259";200;"Entire home/apt";2;2,09;"Brooklyn";"Bedford-Stuyvesant";175;1758
"4260";150;"Entire home/apt";2;1,83;"Brooklyn";"Bedford-Stuyvesant";170;1692
"4261";159;"Entire home/apt";1;0,22;"Brooklyn";"Williamsburg";202;2430
"4262";45;"Private room";2;0,95;"Brooklyn";"Bushwick";105;1404
"4263";125;"Private room";1;0,04;"Manhattan";"SoHo";129;1677
"4264";60;"Entire home/apt";1;8,32;"Bronx";"Allerton";5;94
"4265";110;"Entire home/apt";7;NA;"Manhattan";"Harlem";120;873
"4266";130;"Entire home/apt";6;0,06;"Manhattan";"Gramercy";209;2073
"4267";80;"Private room";1;3,41;"Manhattan";"East Harlem";86;950
"4268";120;"Entire home/apt";5;0,5;"Manhattan";"Upper West Side";46;1281
"4269";65;"Private room";1;1,48;"Queens";"Briarwood";12;127
"4270";138;"Entire home/apt";3;2,27;"Brooklyn";"Sunset Park";20;456
"4271";365;"Entire home/apt";30;NA;"Manhattan";"East Village";221;1999
"4272";50;"Private room";30;NA;"Staten Island";"Bull's Head";2;8
"4273";50;"Private room";1;0,02;"Brooklyn";"Clinton Hill";132;2153
"4274";199;"Entire home/apt";4;0,58;"Manhattan";"Upper West Side";71;1279
"4275";66;"Entire home/apt";180;0,14;"Manhattan";"Washington Heights";83;624
"4276";250;"Entire home/apt";30;0,47;"Manhattan";"Upper West Side";103;1068
"4277";160;"Entire home/apt";5;NA;"Brooklyn";"Windsor Terrace";27;924
"4278";59;"Private room";1;0,03;"Brooklyn";"Windsor Terrace";45;975
"4279";100;"Private room";2;2,55;"Queens";"Jackson Heights";20;332
"4280";260;"Entire home/apt";14;0,07;"Brooklyn";"Prospect Heights";127;1927
"4281";180;"Entire home/apt";2;0,18;"Manhattan";"Upper West Side";88;1175
"4282";55;"Shared room";1;NA;"Bronx";"Wakefield";3;51
"4283";280;"Entire home/apt";3;4,13;"Manhattan";"Hell's Kitchen";153;1532
"4284";175;"Entire home/apt";2;3,34;"Bronx";"University Heights";6;299
"4285";35;"Shared room";30;0,09;"Brooklyn";"Greenpoint";114;2137
"4286";75;"Shared room";1;NA;"Manhattan";"Upper East Side";123;1460
"4287";169;"Private room";8;0,24;"Manhattan";"Financial District";110;1679
"4288";120;"Private room";1;NA;"Manhattan";"Harlem";146;993
"4289";160;"Private room";2;0,12;"Brooklyn";"Greenpoint";68;2403
"4290";65;"Private room";1;NA;"Brooklyn";"Williamsburg";275;2448
"4291";100;"Private room";1;2,03;"Brooklyn";"Williamsburg";255;2269
"4292";59;"Private room";2;0,62;"Brooklyn";"Flatbush";71;1046
"4293";80;"Private room";3;0,6;"Bronx";"Allerton";5;78
"4294";100;"Entire home/apt";3;4,31;"Brooklyn";"Bedford-Stuyvesant";90;1400
"4295";160;"Entire home/apt";4;0,36;"Brooklyn";"Park Slope";81;1600
"4296";40;"Private room";1;0,61;"Brooklyn";"Borough Park";18;436
"4297";130;"Private room";1;0,04;"Manhattan";"Murray Hill";162;2056
"4298";40;"Private room";10;0,04;"Brooklyn";"Bedford-Stuyvesant";143;1838
"4299";200;"Entire home/apt";4;0,09;"Brooklyn";"Bedford-Stuyvesant";134;2179
"4300";180;"Entire home/apt";3;0,59;"Manhattan";"NoHo";303;2000
"4301";99;"Private room";1;1,54;"Manhattan";"Hell's Kitchen";220;1571
"4302";50;"Private room";2;0,16;"Brooklyn";"Greenpoint";229;2428
"4303";99;"Entire home/apt";30;0,02;"Manhattan";"Upper West Side";68;1263
"4304";175;"Entire home/apt";1;0,56;"Brooklyn";"Sunset Park";52;861
"4305";69;"Private room";1;NA;"Queens";"Ridgewood";48;1330
"4306";99;"Entire home/apt";2;4,8;"Brooklyn";"Bushwick";120;1354
"4307";40;"Private room";4;NA;"Brooklyn";"Bushwick";159;1923
"4308";50;"Private room";5;0,39;"Manhattan";"Harlem";155;1012
"4309";70;"Private room";3;2,84;"Queens";"Long Island City";47;1160
"4310";475;"Entire home/apt";3;NA;"Brooklyn";"South Slope";71;1080
"4311";150;"Entire home/apt";3;4,24;"Manhattan";"Upper East Side";90;1818
"4312";60;"Private room";1;1,79;"Queens";"Flushing";13;143
"4313";225;"Entire home/apt";3;1;"Brooklyn";"Williamsburg";212;2342
"4314";80;"Private room";3;0,03;"Manhattan";"East Village";261;2225
"4315";80;"Private room";4;0,43;"Brooklyn";"Williamsburg";257;2463
"4316";170;"Entire home/apt";1;8,48;"Manhattan";"Hell's Kitchen";228;1597
"4317";875;"Private room";2;NA;"Queens";"Far Rockaway";3;15
"4318";60;"Private room";1;6,01;"Brooklyn";"Bedford-Stuyvesant";167;1873
"4319";310;"Entire home/apt";3;2,88;"Manhattan";"SoHo";158;1748
"4320";165;"Entire home/apt";2;1,62;"Manhattan";"West Village";166;1749
"4321";120;"Entire home/apt";2;0,04;"Brooklyn";"Clinton Hill";142;2066
"4322";231;"Entire home/apt";2;1,69;"Manhattan";"Financial District";92;1346
"4323";175;"Entire home/apt";4;0,08;"Manhattan";"Two Bridges";124;1918
"4324";44;"Private room";3;0,83;"Queens";"East Elmhurst";11;382
"4325";110;"Private room";1;NA;"Manhattan";"Tribeca";121;1719
"4326";369;"Entire home/apt";30;0,04;"Manhattan";"Midtown";196;1638
"4327";50;"Private room";1;1,11;"Manhattan";"Harlem";123;676
"4328";189;"Entire home/apt";1;0,86;"Manhattan";"Chelsea";136;1663
"4329";35;"Private room";2;1;"Manhattan";"Washington Heights";56;503
"4330";90;"Entire home/apt";2;7,07;"Brooklyn";"Bensonhurst";6;200
"4331";65;"Private room";7;NA;"Brooklyn";"South Slope";62;1098
"4332";840;"Entire home/apt";4;0,31;"Manhattan";"Upper East Side";90;1697
"4333";160;"Entire home/apt";3;0,03;"Brooklyn";"Williamsburg";198;2549
"4334";175;"Entire home/apt";4;0,51;"Manhattan";"East Harlem";109;894
"4335";41;"Shared room";30;NA;"Brooklyn";"Greenpoint";125;2171
"4336";150;"Private room";1;NA;"Manhattan";"Upper East Side";117;1564
"4337";165;"Entire home/apt";30;0,28;"Manhattan";"Greenwich Village";180;1814
"4338";55;"Private room";2;1,04;"Queens";"Jackson Heights";26;332
"4339";115;"Private room";1;2,26;"Queens";"Ditmars Steinway";31;661
"4340";40;"Private room";4;0,41;"Manhattan";"East Harlem";63;1002
"4341";80;"Entire home/apt";2;1,77;"Brooklyn";"East Flatbush";9;459
"4342";45;"Private room";5;0,99;"Queens";"Maspeth";10;650
"4343";61;"Private room";1;0,1;"Brooklyn";"Bedford-Stuyvesant";110;1485
"4344";150;"Entire home/apt";3;3,79;"Brooklyn";"Bedford-Stuyvesant";151;1964
"4345";50;"Shared room";1;3;"Brooklyn";"East Flatbush";24;626
"4346";200;"Entire home/apt";28;2,72;"Manhattan";"Harlem";156;920
"4347";100;"Private room";3;0,98;"Brooklyn";"Prospect-Lefferts Gardens";63;1171
"4348";77;"Private room";2;0,12;"Manhattan";"Murray Hill";167;2060
"4349";225;"Entire home/apt";4;1,47;"Manhattan";"Lower East Side";292;2178
"4350";50;"Private room";30;0,03;"Brooklyn";"Bedford-Stuyvesant";146;2171
"4351";69;"Entire home/apt";30;NA;"Queens";"Forest Hills";10;218
"4352";75;"Private room";4;NA;"Brooklyn";"Bushwick";147;1587
"4353";55;"Private room";3;0,14;"Manhattan";"Washington Heights";49;402
"4354";120;"Entire home/apt";20;NA;"Manhattan";"Upper West Side";105;1029
"4355";599;"Private room";3;0,09;"Brooklyn";"Greenpoint";59;2262
"4356";175;"Entire home/apt";5;2,01;"Manhattan";"SoHo";153;1711
"4357";217;"Entire home/apt";2;1,79;"Manhattan";"Financial District";95;1331
"4358";185;"Entire home/apt";30;0,16;"Manhattan";"Midtown";120;2040
"4359";105;"Entire home/apt";3;0,68;"Manhattan";"Lower East Side";315;2138
"4360";58;"Private room";5;NA;"Manhattan";"Kips Bay";135;2098
"4361";80;"Private room";3;0,09;"Brooklyn";"Bedford-Stuyvesant";153;2030
"4362";600;"Private room";3;NA;"Brooklyn";"Crown Heights";114;1696
"4363";60;"Private room";2;NA;"Brooklyn";"Bushwick";162;1679
"4364";150;"Entire home/apt";2;2,63;"Manhattan";"East Harlem";55;1003
"4365";100;"Entire home/apt";7;NA;"Brooklyn";"Crown Heights";144;1824
"4366";190;"Entire home/apt";2;2,3;"Manhattan";"West Village";165;1681
"4367";75;"Shared room";1;4,21;"Manhattan";"Hell's Kitchen";211;1616
"4368";300;"Entire home/apt";5;NA;"Manhattan";"Upper West Side";54;1254
"4369";200;"Entire home/apt";1;6;"Manhattan";"Upper East Side";98;1817
"4370";150;"Entire home/apt";2;1,48;"Queens";"Sunnyside";30;1022
"4371";175;"Entire home/apt";2;1,4;"Brooklyn";"Greenpoint";70;2391
"4372";80;"Private room";2;1,76;"Queens";"Flushing";4;88
"4373";54;"Private room";3;4,98;"Brooklyn";"Prospect-Lefferts Gardens";86;1251
"4374";81;"Private room";1;0,52;"Manhattan";"Harlem";134;729
"4375";165;"Entire home/apt";29;NA;"Manhattan";"Financial District";99;1566
"4376";58;"Private room";2;NA;"Brooklyn";"Park Slope";74;1359
"4377";110;"Private room";7;0,39;"Brooklyn";"Greenpoint";177;2332
"4378";175;"Entire home/apt";3;0,07;"Brooklyn";"Carroll Gardens";47;1370
"4379";42;"Private room";1;0,84;"Brooklyn";"Prospect-Lefferts Gardens";86;1163
"4380";462;"Entire home/apt";2;0,1;"Manhattan";"Midtown";145;2010
"4381";159;"Entire home/apt";1;0,1;"Brooklyn";"Greenpoint";197;2439
"4382";119;"Private room";2;0,21;"Manhattan";"Midtown";136;2037
"4383";35;"Private room";1;0,02;"Brooklyn";"Bushwick";120;1430
"4384";195;"Entire home/apt";2;3,82;"Brooklyn";"Bedford-Stuyvesant";151;1643
"4385";55;"Entire home/apt";3;1,83;"Brooklyn";"Williamsburg";215;2338
"4386";100;"Private room";3;3,55;"Manhattan";"Harlem";132;1071
"4387";90;"Private room";7;NA;"Bronx";"Unionport";1;39
"4388";149;"Entire home/apt";11;0,26;"Brooklyn";"Park Slope";85;1664
"4389";99;"Private room";1;5,77;"Queens";"Flushing";13;104
"4390";50;"Private room";1;NA;"Queens";"Flushing";10;153
"4391";80;"Private room";15;1,86;"Brooklyn";"Williamsburg";154;2102
"4392";125;"Private room";2;NA;"Manhattan";"West Village";181;1703
"4393";96;"Entire home/apt";3;2,59;"Brooklyn";"Williamsburg";96;2507
"4394";45;"Private room";1;0,57;"Brooklyn";"Sunset Park";22;363
"4395";270;"Private room";1;NA;"Manhattan";"Financial District";97;1709
"4396";80;"Private room";1;1,75;"Manhattan";"Harlem";145;898
"4397";49;"Private room";6;0,49;"Queens";"Ridgewood";86;1394
"4398";70;"Private room";2;0,17;"Bronx";"Highbridge";11;585
"4399";120;"Private room";3;NA;"Manhattan";"Murray Hill";169;1993
"4400";235;"Entire home/apt";4;2,98;"Manhattan";"Chelsea";156;1796
"4401";75;"Private room";1;4,52;"Queens";"Ridgewood";97;1488
"4402";70;"Entire home/apt";30;0,36;"Manhattan";"East Harlem";94;1136
"4403";95;"Private room";1;0,1;"Manhattan";"Chelsea";145;1723
"4404";189;"Entire home/apt";10;0,32;"Brooklyn";"Clinton Hill";134;2161
"4405";63;"Private room";7;0,75;"Manhattan";"Harlem";97;722
"4406";100;"Private room";1;6,67;"Manhattan";"Midtown";167;1934
"4407";80;"Private room";1;5,54;"Manhattan";"Morningside Heights";127;1011
"4408";70;"Private room";1;2,54;"Brooklyn";"Bushwick";102;1313
"4409";60;"Private room";3;NA;"Brooklyn";"Crown Heights";81;1612
"4410";100;"Entire home/apt";1;NA;"Manhattan";"Upper East Side";83;1351
"4411";65;"Private room";2;1,31;"Manhattan";"Upper East Side";85;1344
"4412";350;"Entire home/apt";3;NA;"Manhattan";"Washington Heights";82;617
"4413";95;"Private room";3;0,11;"Brooklyn";"Greenpoint";128;2235
"4414";175;"Entire home/apt";6;0,83;"Queens";"Ridgewood";85;1469
"4415";85;"Entire home/apt";5;0,58;"Brooklyn";"Crown Heights";94;1642
"4416";170;"Entire home/apt";3;1,71;"Manhattan";"West Village";153;1627
"4417";61;"Shared room";1;0,15;"Manhattan";"Upper West Side";97;987
"4418";49;"Private room";3;0,03;"Manhattan";"SoHo";228;1935
"4419";50;"Private room";7;NA;"Brooklyn";"Bedford-Stuyvesant";134;1713
"4420";160;"Entire home/apt";3;2,66;"Manhattan";"Midtown";147;1609
"4421";115;"Entire home/apt";30;0,12;"Manhattan";"Little Italy";204;1946
"4422";175;"Entire home/apt";30;0,21;"Manhattan";"Murray Hill";178;2020
"4423";160;"Entire home/apt";1;2;"Manhattan";"Hell's Kitchen";226;1597
"4424";165;"Entire home/apt";3;0,96;"Manhattan";"Harlem";153;1019
"4425";40;"Private room";1;0,02;"Brooklyn";"Prospect Heights";92;1654
"4426";165;"Entire home/apt";2;2,6;"Manhattan";"East Harlem";118;998
"4427";250;"Entire home/apt";5;NA;"Manhattan";"Kips Bay";162;2081
"4428";150;"Entire home/apt";4;0,44;"Brooklyn";"Windsor Terrace";41;877
"4429";120;"Private room";7;1,16;"Manhattan";"Upper West Side";67;1346
"4430";199;"Entire home/apt";3;0,05;"Manhattan";"Greenwich Village";200;1846
"4431";90;"Entire home/apt";1;4,09;"Brooklyn";"Bay Ridge";9;109
"4432";185;"Entire home/apt";5;0,3;"Manhattan";"Upper East Side";113;1451
"4433";22;"Private room";3;0,08;"Brooklyn";"Flatbush";54;923
"4434";145;"Entire home/apt";1;0,07;"Manhattan";"NoHo";303;2029
"4435";199;"Entire home/apt";3;NA;"Manhattan";"Hell's Kitchen";178;1548
"4436";130;"Entire home/apt";8;1,13;"Manhattan";"West Village";174;1682
"4437";65;"Private room";2;0,66;"Brooklyn";"Flatbush";71;999
"4438";89;"Private room";1;0,99;"Brooklyn";"Bushwick";140;1569
"4439";162;"Entire home/apt";3;0,49;"Manhattan";"Hell's Kitchen";166;1585
"4440";74;"Private room";2;0,08;"Manhattan";"Harlem";97;782
"4441";65;"Private room";2;NA;"Queens";"Astoria";49;1206
"4442";524;"Entire home/apt";3;1,14;"Manhattan";"Midtown";178;2019
"4443";193;"Entire home/apt";30;0,13;"Brooklyn";"Fort Greene";97;2167
"4444";135;"Private room";4;1,53;"Manhattan";"Midtown";149;1784
"4445";150;"Entire home/apt";5;2,26;"Brooklyn";"Sunset Park";14;454
"4446";225;"Entire home/apt";1;0,25;"Brooklyn";"East Flatbush";46;1035
"4447";300;"Entire home/apt";1;1,49;"Brooklyn";"East New York";5;229
"4448";199;"Entire home/apt";3;0,66;"Manhattan";"Financial District";106;1654
"4449";225;"Entire home/apt";30;0,45;"Manhattan";"Hell's Kitchen";222;1574
"4450";40;"Private room";1;NA;"Queens";"Ditmars Steinway";21;840
"4451";319;"Entire home/apt";2;1,9;"Brooklyn";"Williamsburg";169;2498
"4452";200;"Entire home/apt";3;1,06;"Manhattan";"Lower East Side";301;2206
"4453";40;"Private room";31;0,16;"Queens";"Woodside";36;662
"4454";150;"Entire home/apt";1;3,15;"Brooklyn";"Dyker Heights";6;155
"4455";130;"Private room";5;1,73;"Manhattan";"Upper East Side";93;1387
"4456";250;"Entire home/apt";31;NA;"Manhattan";"Hell's Kitchen";222;1640
"4457";110;"Private room";3;0,32;"Brooklyn";"Williamsburg";282;2559
"4458";99;"Entire home/apt";2;0,06;"Queens";"Sunnyside";32;1038
"4459";99;"Private room";1;NA;"Brooklyn";"East Flatbush";34;1351
"4460";50;"Private room";7;1,27;"Queens";"Glendale";7;835
"4461";77;"Private room";2;2,42;"Brooklyn";"Bedford-Stuyvesant";146;2053
"4462";174;"Entire home/apt";5;0,28;"Manhattan";"Harlem";142;902
"4463";120;"Entire home/apt";30;0,4;"Brooklyn";"Williamsburg";260;2566
"4464";155;"Entire home/apt";3;2,18;"Brooklyn";"Sunset Park";36;873
"4465";60;"Private room";7;0,18;"Manhattan";"East Village";288;2218
"4466";325;"Entire home/apt";5;NA;"Brooklyn";"Williamsburg";278;2453
"4467";52;"Private room";14;0,61;"Manhattan";"Lower East Side";125;2146
"4468";300;"Entire home/apt";2;0,57;"Brooklyn";"Brownsville";4;1022
"4469";70;"Private room";1;0,87;"Manhattan";"Washington Heights";48;454
"4470";350;"Private room";4;0,11;"Queens";"Briarwood";14;139
"4471";80;"Private room";1;1,9;"Manhattan";"Upper East Side";99;1404
"4472";129;"Entire home/apt";5;0,87;"Brooklyn";"Bay Ridge";16;184
"4473";125;"Private room";4;NA;"Brooklyn";"Fort Greene";88;2298
"4474";60;"Private room";5;NA;"Brooklyn";"Bushwick";99;1293
"4475";70;"Private room";5;0,2;"Brooklyn";"Williamsburg";195;2557
"4476";68;"Private room";3;0,14;"Queens";"Astoria";40;914
"4477";200;"Entire home/apt";1;1;"Manhattan";"Financial District";91;1367
"4478";99;"Private room";2;NA;"Queens";"Forest Hills";7;215
"4479";799;"Entire home/apt";3;0,4;"Manhattan";"SoHo";151;1796
"4480";52;"Private room";1;2,55;"Brooklyn";"Bushwick";159;1893
"4481";100;"Entire home/apt";30;NA;"Manhattan";"Washington Heights";35;321
"4482";33;"Private room";14;0,04;"Brooklyn";"Bedford-Stuyvesant";166;1893
"4483";80;"Private room";2;1,14;"Brooklyn";"Williamsburg";291;2457
"4484";250;"Entire home/apt";2;0,73;"Manhattan";"Midtown";126;2001
"4485";199;"Entire home/apt";2;1,34;"Manhattan";"Upper West Side";76;1280
"4486";145;"Entire home/apt";1;1,69;"Manhattan";"Midtown";117;1914
"4487";250;"Entire home/apt";1;0,09;"Queens";"Fresh Meadows";6;94
"4488";225;"Private room";3;2,03;"Manhattan";"Chelsea";144;1705
"4489";55;"Private room";30;0,28;"Brooklyn";"Williamsburg";209;2401
"4490";82;"Entire home/apt";1;NA;"Manhattan";"Upper West Side";65;1215
"4491";100;"Entire home/apt";5;NA;"Manhattan";"Upper East Side";126;1515
"4492";150;"Entire home/apt";30;0,25;"Brooklyn";"Bedford-Stuyvesant";147;1738
"4493";33;"Private room";1;10,64;"Queens";"East Elmhurst";14;293
"4494";98;"Private room";2;0,21;"Manhattan";"Upper East Side";102;1639
"4495";28;"Private room";1;5,49;"Brooklyn";"East Flatbush";10;944
"4496";80;"Private room";3;NA;"Manhattan";"Harlem";126;866
"4497";230;"Entire home/apt";14;0,65;"Manhattan";"West Village";180;1690
"4498";299;"Entire home/apt";4;0,56;"Manhattan";"Upper West Side";76;1317
"4499";65;"Shared room";3;1;"Manhattan";"Midtown";171;1948
"4500";100;"Entire home/apt";5;1,69;"Brooklyn";"Prospect-Lefferts Gardens";79;1234
"4501";130;"Entire home/apt";2;2,93;"Manhattan";"Midtown";110;2065
"4502";185;"Entire home/apt";1;1,2;"Manhattan";"East Harlem";131;967
"4503";65;"Private room";7;NA;"Brooklyn";"Bedford-Stuyvesant";154;1937
"4504";159;"Entire home/apt";30;0,14;"Manhattan";"Greenwich Village";190;1841
"4505";175;"Entire home/apt";1;5,71;"Manhattan";"Hell's Kitchen";229;1618
"4506";49;"Private room";2;1,66;"Manhattan";"Upper East Side";109;1482
"4507";72;"Entire home/apt";3;1,15;"Manhattan";"Harlem";117;664
"4508";350;"Entire home/apt";2;NA;"Manhattan";"NoHo";304;2021
"4509";210;"Entire home/apt";4;NA;"Brooklyn";"Williamsburg";227;2388
"4510";99;"Private room";2;0,07;"Brooklyn";"Prospect Heights";86;1626
"4511";55;"Private room";10;NA;"Queens";"Astoria";80;785
"4512";145;"Entire home/apt";5;0,3;"Manhattan";"Upper East Side";121;1521
"4513";239;"Entire home/apt";30;NA;"Manhattan";"Hell's Kitchen";122;1475
"4514";86;"Entire home/apt";5;0,16;"Staten Island";"St. George";4;25
"4515";40;"Private room";1;NA;"Brooklyn";"Carroll Gardens";28;1000
"4516";50;"Private room";180;0,79;"Queens";"Long Island City";26;2045
"4517";38;"Private room";3;0,05;"Brooklyn";"Bedford-Stuyvesant";162;2026
"4518";75;"Entire home/apt";2;1,99;"Queens";"Ridgewood";41;1205
"4519";99;"Private room";1;7,28;"Brooklyn";"Williamsburg";291;2377
"4520";120;"Private room";2;4,96;"Manhattan";"Upper East Side";82;1367
"4521";70;"Entire home/apt";21;0,03;"Manhattan";"Harlem";153;958
"4522";40;"Entire home/apt";14;0,22;"Queens";"Rego Park";15;233
"4523";149;"Private room";1;0,64;"Brooklyn";"Gravesend";6;184
"4524";100;"Private room";3;0,42;"Brooklyn";"Williamsburg";203;2375
"4525";45;"Private room";8;0,12;"Brooklyn";"Crown Heights";93;1486
"4526";125;"Entire home/apt";2;1,39;"Brooklyn";"Fort Greene";96;2271
"4527";50;"Private room";1;0,02;"Queens";"Sunnyside";27;1398
"4528";215;"Entire home/apt";14;0,02;"Manhattan";"Lower East Side";224;2262
"4529";69;"Private room";2;2,86;"Brooklyn";"Bushwick";126;1412
"4530";900;"Entire home/apt";3;1;"Manhattan";"Upper West Side";69;1318
"4531";150;"Entire home/apt";3;NA;"Brooklyn";"Gowanus";78;1819
"4532";105;"Private room";3;0,33;"Brooklyn";"Greenpoint";84;2410
"4533";37;"Shared room";1;4;"Brooklyn";"Clinton Hill";137;2310
"4534";250;"Entire home/apt";4;0,05;"Brooklyn";"Greenpoint";125;2435
"4535";85;"Private room";3;0,61;"Brooklyn";"Bedford-Stuyvesant";149;1855
"4536";90;"Entire home/apt";8;0,42;"Brooklyn";"Bedford-Stuyvesant";164;1875
"4537";39;"Private room";3;1,22;"Queens";"Elmhurst";24;393
"4538";39;"Private room";1;2,58;"Queens";"East Elmhurst";13;321
"4539";55;"Private room";2;4,36;"Queens";"East Elmhurst";10;247
"4540";189;"Entire home/apt";29;0,27;"Manhattan";"Midtown";194;1632
"4541";80;"Private room";30;NA;"Manhattan";"Financial District";119;1635
"4542";100;"Private room";1;0,08;"Brooklyn";"Williamsburg";184;2153
"4543";200;"Entire home/apt";4;1,31;"Manhattan";"Chelsea";163;1662
"4544";120;"Entire home/apt";2;0,03;"Brooklyn";"Downtown Brooklyn";51;1875
"4545";75;"Private room";2;2,92;"Queens";"Woodside";29;1018
"4546";50;"Private room";2;2,52;"Brooklyn";"Bushwick";143;1524
"4547";75;"Private room";2;0,2;"Bronx";"Kingsbridge";6;191
"4548";56;"Private room";14;NA;"Manhattan";"Kips Bay";166;2046
"4549";106;"Entire home/apt";3;NA;"Manhattan";"East Village";332;2101
"4550";129;"Entire home/apt";3;3,96;"Brooklyn";"Crown Heights";144;1831
"4551";285;"Entire home/apt";30;NA;"Manhattan";"Hell's Kitchen";207;1630
"4552";1000;"Entire home/apt";3;NA;"Manhattan";"West Village";133;1568
"4553";180;"Private room";2;1,96;"Manhattan";"Upper West Side";68;1347
"4554";130;"Entire home/apt";30;1;"Manhattan";"Kips Bay";145;2118
"4555";109;"Private room";2;2,54;"Brooklyn";"Williamsburg";266;2505
"4556";299;"Entire home/apt";5;0,06;"Manhattan";"Chelsea";160;1709
"4557";299;"Entire home/apt";1;2;"Manhattan";"Chinatown";187;1977
"4558";59;"Private room";2;2,23;"Brooklyn";"Williamsburg";198;2156
"4559";42;"Private room";30;NA;"Brooklyn";"Bedford-Stuyvesant";169;1704
"4560";60;"Private room";5;0,99;"Brooklyn";"Williamsburg";263;2552
"4561";84;"Entire home/apt";4;1,1;"Brooklyn";"Bedford-Stuyvesant";111;2323
"4562";75;"Private room";10;0,46;"Manhattan";"Lower East Side";237;2070
"4563";110;"Entire home/apt";3;1,78;"Manhattan";"Upper East Side";112;1574
"4564";150;"Private room";5;0,96;"Manhattan";"Upper East Side";102;1405
"4565";99;"Private room";1;NA;"Manhattan";"Gramercy";159;2035
"4566";120;"Private room";1;NA;"Brooklyn";"Bushwick";104;1571
"4567";40;"Private room";2;0,92;"Staten Island";"Westerleigh";0;28
"4568";171;"Entire home/apt";30;0,06;"Manhattan";"Upper West Side";71;1307
"4569";325;"Entire home/apt";5;2,01;"Manhattan";"West Village";161;1695
"4570";75;"Private room";2;1,21;"Brooklyn";"East Flatbush";37;1004
"4571";90;"Entire home/apt";3;1,38;"Bronx";"Kingsbridge";7;106
"4572";72;"Private room";3;0,41;"Queens";"Long Island City";38;1118
"4573";69;"Entire home/apt";2;2,15;"Queens";"Forest Hills";5;216
"4574";34;"Private room";4;0,85;"Staten Island";"Arrochar";7;28
